"Viewer version","2.91"
"Measure start time","08 May 2025 10:31:20"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","100"
"Timing information","Relative"
"Article code","SLG64-0075          "
"Serial Number","140900018"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM10, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"I2C Address","64"
"Scale Factor","5"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [nl/min]"
"34","3.4988","873.200"
"35","3.5948","872.200"
"36","3.6746","869.600"
"37","3.7707","866.200"
"38","3.8664","868.400"
"39","3.9625","864.400"
"40","4.0583","859.600"
"41","4.1543","860.200"
"42","4.2820","853.400"
"43","4.3460","846.200"
"44","4.4736","848.600"
"45","4.5695","844.800"
"46","4.6653","842.000"
"47","4.7615","842.000"
"48","4.8571","840.400"
"49","4.9690","837.400"
"50","5.0648","833.000"
"51","5.1604","831.400"
"52","5.2562","829.200"
"53","5.3520","827.600"
"54","5.4481","824.800"
"55","5.5438","822.200"
"56","5.6717","821.400"
"57","5.7679","817.000"
"58","5.8635","816.000"
"59","5.9593","813.000"
"60","6.0552","810.400"
"61","6.1510","808.200"
"62","6.2470","804.600"
"63","6.3746","803.600"
"64","6.4546","802.000"
"65","6.5506","799.000"
"66","6.6464","793.600"
"67","6.7425","791.800"
"68","6.8702","790.400"
"69","6.9660","788.800"
"70","7.0457","788.200"
"71","7.1418","786.200"
"72","7.2375","783.000"
"73","7.3654","784.000"
"74","7.4453","784.400"
"75","7.5411","778.800"
"76","7.6849","778.200"
"77","7.7649","776.000"
"78","7.8604","775.800"
"79","7.9566","771.000"
"80","8.0362","769.600"
"81","8.1800","767.000"
"82","8.2758","766.800"
"83","8.3559","761.400"
"84","8.4517","756.600"
"85","8.5476","749.000"
"86","8.6434","747.600"
"87","8.7392","746.800"
"88","8.8351","748.800"
"89","8.9789","746.000"
"90","9.0425","743.200"
"91","9.1389","741.400"
"92","9.2343","738.400"
"93","9.3300","738.000"
"94","9.4581","742.800"
"95","9.5541","739.200"
"96","9.6496","736.600"
"97","9.7456","735.600"
"98","9.8411","731.000"
"99","9.9211","729.200"
"100","10.0491","729.000"
"101","10.1449","726.800"
"102","10.2406","724.400"
"103","10.3365","723.000"
"104","10.4643","718.000"
"105","10.5602","715.600"
"106","10.6561","716.800"
"107","10.7360","714.000"
"108","10.8321","713.200"
"109","10.9276","709.400"
"110","11.0234","708.200"
"111","11.1514","708.200"
"112","11.2472","709.000"
"113","11.3430","705.000"
"114","11.4389","703.000"
"115","11.5349","702.400"
"116","11.6309","701.400"
"117","11.7265","699.400"
"118","11.8546","698.600"
"119","11.9184","696.200"
"120","12.0462","693.400"
"121","12.1423","692.800"
"122","12.2218","688.800"
"123","12.3659","687.000"
"124","12.4614","687.600"
"125","12.5257","684.600"
"126","12.6213","682.800"
"127","12.7170","681.600"
"128","12.8610","679.800"
"129","12.9571","677.600"
"130","13.0366","673.600"
"131","13.1327","671.600"
"132","13.2287","670.000"
"133","13.3406","669.800"
"134","13.4364","666.400"
"135","13.5159","666.400"
"136","13.6119","665.200"
"137","13.7398","663.000"
"138","13.8198","660.000"
"139","13.9635","658.200"
"140","14.0274","657.000"
"141","14.1233","658.000"
"142","14.2194","652.400"
"143","14.3151","652.000"
"144","14.4108","653.200"
"145","14.5547","651.200"
"146","14.6347","651.800"
"147","14.7304","651.000"
"148","14.8263","649.600"
"149","14.9221","648.600"
"150","15.0179","648.400"
"151","15.1458","647.400"
"152","15.2417","645.800"
"153","15.3213","644.400"
"154","15.4173","645.600"
"155","15.5131","644.000"
"156","15.6090","644.400"
"157","15.7366","639.000"
"158","15.8329","637.600"
"159","15.9286","638.000"
"160","16.0245","637.600"
"161","16.1201","635.800"
"162","16.2164","634.400"
"163","16.3122","631.600"
"164","16.4080","631.000"
"165","16.5356","629.800"
"166","16.5999","628.000"
"167","16.7275","628.800"
"168","16.8233","625.600"
"169","16.9194","624.800"
"170","17.0158","623.600"
"171","17.1108","623.000"
"172","17.2227","618.200"
"173","17.3185","620.200"
"174","17.4144","616.600"
"175","17.5264","616.000"
"176","17.6222","618.000"
"177","17.7182","613.600"
"178","17.8140","612.800"
"179","17.9099","615.000"
"180","18.0059","612.200"
"181","18.1335","608.000"
"182","18.2294","611.800"
"183","18.3251","609.400"
"184","18.3894","609.400"
"185","18.5169","611.400"
"186","18.6131","607.400"
"187","18.7406","602.400"
"188","18.8204","603.600"
"189","18.9165","604.600"
"190","19.0127","601.800"
"191","19.1083","604.000"
"192","19.2361","600.800"
"193","19.3318","598.800"
"194","19.3956","600.000"
"195","19.4915","602.400"
"196","19.5875","600.000"
"197","19.7150","599.200"
"198","19.8109","595.600"
"199","19.8908","595.200"
"200","20.0347","595.600"
"201","20.1145","596.200"
"202","20.2104","596.000"
"203","20.3063","596.200"
"204","20.4020","594.600"
"205","20.5298","594.800"
"206","20.6258","593.000"
