"Viewer version","2.91"
"Measure start time","09 May 2025 15:45:14"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","100"
"Timing information","Relative"
"Article code","SLG64-0075          "
"Serial Number","140900018"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM10, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"I2C Address","64"
"Scale Factor","5"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [nl/min]"
"22","2.2691","14.400"
"23","2.3650","14.400"
"24","2.4607","14.800"
"25","2.5883","15.600"
"26","2.6844","16.600"
"27","2.7644","15.600"
"28","2.8601","16.400"
"29","2.9562","17.800"
"30","3.0840","18.600"
"31","3.1796","16.600"
"32","3.2755","18.600"
"33","3.3714","15.800"
"34","3.4513","14.800"
"35","3.5792","16.600"
"36","3.6750","15.800"
"37","3.7706","14.800"
"38","3.8665","14.400"
"39","3.9624","13.000"
"40","4.0585","14.200"
"41","4.2025","14.600"
"42","4.2662","12.800"
"43","4.3622","11.600"
"44","4.4580","11.000"
"45","4.5860","11.400"
"46","4.6815","11.600"
"47","4.7617","12.800"
"48","4.8574","13.000"
"49","4.9533","12.600"
"50","5.0493","13.800"
"51","5.1931","14.200"
"52","5.2890","13.800"
"53","5.3528","13.400"
"54","5.4488","12.800"
"55","5.5448","11.000"
"56","5.6884","11.000"
"57","5.7844","12.000"
"58","5.8802","9.600"
"59","5.9441","8.400"
"60","6.0401","8.200"
"61","6.1680","9.400"
"62","6.2475","9.400"
"63","6.3914","9.800"
"64","6.4712","9.200"
"65","6.5350","120.600"
"66","6.6630","785.200"
"67","6.7590","914.000"
"68","6.8547","938.800"
"69","6.9508","927.600"
"70","7.0466","911.400"
"71","7.1906","897.000"
"72","7.2700","885.400"
"73","7.3341","874.800"
"74","7.4621","864.200"
"75","7.5579","855.000"
"76","7.6539","844.800"
"77","7.7498","835.400"
"78","7.8454","826.200"
"79","7.9414","813.000"
"80","8.0378","807.200"
"81","8.1650","796.400"
"82","8.2450","789.200"
"83","8.3409","778.400"
"84","8.4527","771.800"
"85","8.5488","763.200"
"86","8.6603","758.200"
"87","8.7722","750.600"
"88","8.8681","740.000"
"89","8.9643","733.200"
"90","9.0279","726.200"
"91","9.1558","719.800"
"92","9.2520","710.200"
"93","9.3475","704.200"
"94","9.4593","697.200"
"95","9.5554","687.800"
"96","9.6517","677.800"
"97","9.7311","668.800"
"98","9.8271","662.800"
"99","9.9551","659.400"
"100","10.0349","653.200"
"101","10.1787","647.800"
"102","10.2585","637.600"
"103","10.3223","633.800"
"104","10.4502","625.600"
"105","10.5621","618.600"
"106","10.6581","613.800"
"107","10.7539","606.200"
"108","10.8496","602.600"
"109","10.9461","595.600"
"110","11.0415","588.800"
"111","11.1693","584.400"
"112","11.2652","578.000"
"113","11.3451","571.800"
"114","11.4410","567.200"
"115","11.5368","560.800"
"116","11.6324","554.200"
"117","11.7286","552.800"
"118","11.8561","547.000"
"119","11.9522","540.000"
"120","12.0161","540.200"
"121","12.1440","535.200"
"122","12.2397","532.000"
"123","12.3678","525.200"
"124","12.4635","519.600"
"125","12.5593","515.000"
"126","12.6234","510.000"
"127","12.7190","505.400"
"128","12.8150","499.600"
"129","12.9426","493.800"
"130","13.0385","486.600"
"131","13.1345","485.000"
"132","13.2145","479.000"
"133","13.3100","474.800"
"134","13.4382","471.400"
"135","13.5340","468.400"
"136","13.6298","462.000"
"137","13.7257","459.200"
"138","13.8213","454.400"
"139","13.9333","451.000"
"140","14.0290","446.000"
"141","14.1251","443.200"
"142","14.2367","436.200"
"143","14.3327","434.200"
"144","14.4286","430.000"
"145","14.5244","422.600"
"146","14.6203","420.000"
"147","14.7166","416.000"
"148","14.8120","414.200"
"149","14.9397","408.000"
"150","15.0357","404.400"
"151","15.1317","397.400"
"152","15.2276","396.600"
"153","15.3235","392.000"
"154","15.4194","386.200"
"155","15.5155","383.200"
"156","15.6113","377.600"
"157","15.7548","371.800"
"158","15.8348","371.200"
"159","15.8989","367.000"
"160","16.0265","362.000"
"161","16.1225","359.800"
"162","16.2181","353.200"
"163","16.3463","349.400"
"164","16.4419","343.400"
"165","16.5377","340.000"
"166","16.6334","337.600"
"167","16.6973","335.000"
"168","16.8251","332.800"
"169","16.9211","327.200"
"170","17.0493","322.400"
"171","17.1448","321.200"
"172","17.2085","319.400"
"173","17.3046","316.000"
"174","17.4006","310.800"
"175","17.5283","305.800"
"176","17.6243","304.200"
"177","17.7042","298.400"
"178","17.7999","294.200"
"179","17.8957","291.600"
"180","18.0237","290.000"
"181","18.1355","284.400"
"182","18.2313","280.600"
"183","18.3273","280.800"
"184","18.3911","276.000"
"185","18.5189","273.400"
"186","18.6148","270.800"
"187","18.7106","273.200"
"188","18.8066","270.000"
"189","18.9023","266.000"
"190","18.9985","265.600"
"191","19.0942","261.400"
"192","19.2219","258.000"
"193","19.3179","257.400"
"194","19.4138","255.800"
"195","19.5095","254.600"
"196","19.6055","254.200"
"197","19.7015","251.200"
"198","19.7974","251.000"
"199","19.9091","249.000"
"200","20.0048","248.200"
"201","20.1009","246.400"
"202","20.1968","242.600"
"203","20.3087","238.600"
"204","20.4049","237.400"
"205","20.5004","241.000"
"206","20.6285","238.400"
"207","20.7243","237.800"
"208","20.8201","232.200"
"209","20.8842","229.200"
"210","21.0120","225.600"
"211","21.1077","225.600"
"212","21.1876","220.200"
"213","21.3316","216.800"
"214","21.3960","220.000"
"215","21.4911","214.800"
"216","21.5870","212.600"
"217","21.6832","209.000"
"218","21.8111","206.400"
"219","21.9069","206.000"
"220","22.0033","206.000"
"221","22.0986","200.600"
"222","22.1945","197.800"
"223","22.2904","197.400"
"224","22.4024","196.600"
"225","22.4983","193.400"
"226","22.5941","192.400"
"227","22.6902","190.000"
"228","22.7862","189.000"
"229","22.8818","190.000"
"230","22.9939","188.800"
"231","23.0895","187.000"
"232","23.1854","184.800"
"233","23.2971","184.600"
"234","23.3935","187.200"
"235","23.4889","185.200"
"236","23.5849","180.200"
"237","23.7126","180.400"
"238","23.8084","177.400"
"239","23.8885","177.600"
"240","23.9845","178.000"
"241","24.0802","180.200"
"242","24.1763","178.400"
"243","24.2885","175.400"
"244","24.3838","174.200"
"245","24.4798","169.800"
"246","24.6237","170.000"
"247","24.7033","170.200"
"248","24.7675","166.000"
"249","24.8953","164.200"
"250","24.9911","162.600"
"251","25.0873","160.800"
"252","25.1990","159.600"
"253","25.2950","158.000"
"254","25.3906","157.000"
"255","25.4865","157.000"
"256","25.5826","155.400"
"257","25.6784","153.200"
"258","25.7744","153.200"
"259","25.8702","151.200"
"260","26.0144","147.200"
"261","26.0941","148.800"
"262","26.1899","143.000"
"263","26.2859","145.600"
"264","26.3816","141.400"
"265","26.4774","141.400"
"266","26.5733","139.800"
"267","26.6852","137.400"
"268","26.7813","138.600"
"269","26.8770","135.000"
"270","26.9729","134.000"
"271","27.0848","135.400"
"272","27.1808","135.200"
"273","27.2766","135.000"
"274","27.3725","134.600"
"275","27.4684","134.600"
"276","27.5647","135.000"
"277","27.6601","133.600"
"278","27.7880","133.600"
"279","27.8840","131.000"
"280","27.9798","590.600"
"281","28.0597","922.800"
"282","28.1555","1006.400"
"283","28.2832","1017.200"
"284","28.3791","1007.600"
"285","28.4752","998.000"
"286","28.5877","986.000"
"287","28.6829","973.600"
"288","28.7789","961.000"
"289","28.8746","952.400"
"290","28.9706","944.400"
"291","29.0666","933.600"
"292","29.1623","921.400"
"293","29.2580","912.400"
"294","29.3541","901.200"
"295","29.4659","892.000"
"296","29.5618","881.600"
"297","29.7056","871.200"
"298","29.7696","862.600"
"299","29.8654","854.400"
"300","29.9614","846.800"
"301","30.0575","838.800"
"302","30.1851","829.800"
"303","30.2810","819.600"
"304","30.3770","813.200"
"305","30.4886","804.200"
"306","30.5845","793.600"
"307","30.6488","787.400"
"308","30.7761","780.400"
"309","30.8563","772.800"
"310","30.9520","762.000"
"311","31.0798","755.400"
"312","31.1438","749.800"
"313","31.2718","742.400"
"314","31.3675","734.600"
"315","31.4632","728.000"
"316","31.5590","719.600"
"317","31.6549","713.200"
"318","31.7509","704.600"
"319","31.8467","699.600"
"320","31.9428","863.000"
"321","32.0546","1438.600"
"322","32.1503","1548.400"
"323","32.2785","1566.000"
"324","32.3420","1557.800"
"325","32.4699","1543.000"
"326","32.5658","1527.400"
"327","32.6776","1511.400"
"328","32.7736","1494.200"
"329","32.8696","1481.200"
"330","32.9653","1467.000"
"331","33.0612","1450.600"
"332","33.1569","1435.200"
"333","33.2531","1421.200"
"334","33.3490","1404.200"
"335","33.4455","1388.400"
"336","33.5406","1374.600"
"337","33.6368","1360.000"
"338","33.7644","1346.200"
"339","33.8445","1331.600"
"340","33.9400","1317.800"
"341","34.0681","1305.600"
"342","34.1320","1290.000"
"343","34.2597","1277.000"
"344","34.3559","1263.000"
"345","34.4516","1251.400"
"346","34.5477","1240.600"
"347","34.6435","1226.600"
"348","34.7550","1216.400"
"349","34.8508","1202.400"
"350","34.9468","1190.000"
"351","35.0747","1179.800"
"352","35.1705","1168.800"
"353","35.2506","1153.200"
"354","35.3464","1144.000"
"355","35.4423","1131.800"
"356","35.5383","1349.800"
"357","35.6499","1871.000"
"358","35.7459","1972.000"
"359","35.8418","1981.600"
"360","35.9217","1966.200"
"361","36.0496","1947.600"
"362","36.1455","1927.800"
"363","36.2574","1911.400"
"364","36.3531","1890.200"
"365","36.4489","1870.800"
"366","36.5288","1853.800"
"367","36.6248","1837.000"
"368","36.7524","1818.800"
"369","36.8485","1803.000"
"370","36.9441","1786.600"
"371","37.0400","1771.400"
"372","37.1358","1757.400"
"373","37.2317","1741.000"
"374","37.3436","1725.800"
"375","37.4394","1712.200"
"376","37.5353","1701.200"
"377","37.6313","1688.600"
"378","37.7271","1677.600"
"379","37.8711","1667.600"
"380","37.9349","1656.000"
"381","38.0311","1647.400"
"382","38.1267","1639.400"
"383","38.2225","1626.000"
"384","38.3662","1618.000"
"385","38.4622","1606.000"
"386","38.5582","1599.200"
"387","38.6542","1591.800"
"388","38.7178","1581.200"
"389","38.8139","1572.200"
"390","38.9417","1565.600"
"391","39.0376","1556.200"
"392","39.1174","1546.400"
"393","39.2610","1538.600"
"394","39.3570","1531.000"
"395","39.4207","1524.400"
"396","39.5165","1517.800"
"397","39.6127","1510.200"
"398","39.7403","1510.400"
"399","39.8205","2109.800"
"400","39.9643","2320.400"
"401","40.0443","2369.400"
"402","40.1081","2362.400"
"403","40.2362","2352.400"
"404","40.3319","2338.600"
"405","40.4280","2323.800"
"406","40.5237","2308.400"
"407","40.6042","2293.800"
"408","40.7313","2285.200"
"409","40.8273","2276.000"
"410","40.9233","2265.800"
"411","41.0513","2254.600"
"412","41.1471","2242.400"
"413","41.2109","2239.800"
"414","41.3069","2229.800"
"415","41.4348","2221.400"
"416","41.5304","2220.800"
"417","41.6263","2215.800"
"418","41.7543","2206.600"
"419","41.8503","2199.400"
"420","41.9461","2197.800"
"421","42.0099","2192.800"
"422","42.1059","2189.000"
"423","42.2017","2180.200"
"424","42.3296","2177.000"
"425","42.4255","2168.600"
"426","42.5214","2163.200"
"427","42.6011","2159.800"
"428","42.6972","2158.000"
"429","42.8250","2149.600"
"430","42.9210","2144.000"
"431","43.0168","2143.400"
"432","43.1126","2139.200"
"433","43.2248","2134.000"
"434","43.3206","2129.800"
"435","43.4166","2129.200"
"436","43.5444","2156.000"
"437","43.6401","2817.600"
"438","43.7200","2969.400"
"439","43.8161","3007.000"
"440","43.9118","2998.200"
"441","44.0076","2989.600"
"442","44.1038","2979.400"
"443","44.2474","2964.600"
"444","44.3275","2954.400"
"445","44.3911","2940.600"
"446","44.5194","2928.600"
"447","44.6151","2919.400"
"448","44.7429","2909.400"
"449","44.8390","2902.000"
"450","44.9347","2886.600"
"451","44.9984","2877.600"
"452","45.0949","2871.600"
"453","45.2226","2860.200"
"454","45.3025","2852.600"
"455","45.3986","2844.200"
"456","45.5419","2835.200"
"457","45.6381","2826.800"
"458","45.7180","2817.400"
"459","45.8138","2807.200"
"460","45.9097","2798.800"
"461","46.0217","2790.600"
"462","46.1179","2780.000"
"463","46.2131","2772.600"
"464","46.3091","2765.600"
"465","46.4049","2756.200"
"466","46.5010","2745.600"
"467","46.5968","2737.600"
"468","46.6929","2727.000"
"469","46.8365","2717.000"
"470","46.9323","2705.800"
"471","47.0282","2692.600"
"472","47.1240","2684.600"
"473","47.1882","3103.800"
"474","47.2840","3486.200"
"475","47.4118","3557.600"
"476","47.5076","3557.200"
"477","47.6038","3540.200"
"478","47.6836","3525.600"
"479","47.7793","3507.600"
"480","47.9073","3492.000"
"481","47.9871","3474.000"
"482","48.1311","3462.600"
"483","48.2271","3447.800"
"484","48.2909","3434.800"
"485","48.3867","3419.200"
"486","48.4825","3399.000"
"487","48.6104","3389.600"
"488","48.7066","3377.400"
"489","48.8022","3363.400"
"490","48.8984","3350.600"
"491","48.9939","3336.400"
"492","49.0898","3320.000"
"493","49.1861","3310.800"
"494","49.2978","3300.400"
"495","49.3938","3287.800"
"496","49.4895","3273.200"
"497","49.5856","3261.600"
"498","49.6814","3251.000"
"499","49.7772","3239.600"
"500","49.9054","3227.800"
"501","50.0007","3217.800"
"502","50.0809","3206.600"
"503","50.1770","3806.800"
"504","50.2726","4036.000"
"505","50.4002","4081.000"
"506","50.4963","4077.000"
"507","50.6242","4058.200"
"508","50.7042","4038.000"
"509","50.7679","4024.400"
"510","50.8958","4007.000"
"511","50.9916","3995.800"
"512","51.0878","3970.800"
"513","51.1837","3960.200"
"514","51.2793","3943.800"
"515","51.4072","3931.200"
"516","51.4711","3913.800"
"517","51.5669","3896.000"
"518","51.6948","3880.200"
"519","51.7748","3865.600"
"520","51.9182","3847.000"
"521","52.0142","3833.400"
"522","52.0784","3816.400"
"523","52.1740","3796.000"
"524","52.2701","3774.400"
"525","52.3660","3760.600"
"526","52.4777","3742.800"
"527","52.5736","3728.800"
"528","52.7012","3712.000"
